Intro.1.player.prolific_id,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.preferred_info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Time taken,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65d53085794e617217d43942,D,A,B,C,D,B,A,C,B,C,,,0.0,0.0,noisy,random,positive,,Fail,red,66.0,3.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,C,,,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,722.0,1120,Other (please feel free to let us know your ethnicity via email),High school diploma/A-levels,25,Female,Asian,United States,United States,United States,English,No,Other
5d8292847d2c7400173d272f,D,B,B,C,B,D,A,C,C,B,,,0.0,0.0,noisy,random,negative,,Fail,red,50.0,8.0,8.0,Pass Box,D,B,A,C,B,D,A,D,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,C,R,R,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,592.0,337,Black/African American,Undergraduate degree (BA/BSc/other),40,Male,Black,United States,United States,United States,English,Yes,Full-Time
66da09c149e081991b0bbbe7,A,D,C,C,B,D,A,C,B,D,,,0.0,0.0,noisy,random,positive,,Fail,red,70.0,5.0,9.0,Pass Box,D,B,A,C,A,D,A,B,C,B,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,217.0,8,Latino/Hispanic,Undergraduate degree (BA/BSc/other),32,Female,Other,United States,United States,United States,English,Yes,DATA_EXPIRED
6672173cc06623d0d57ade99,B,D,A,C,B,A,C,D,A,B,,,0.0,0.0,noisy,random,ground,,Fail,red,30.0,3.0,2.0,Fail Box,D,C,A,B,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,665.0,442,White,Technical/community college,33,Female,White,United States,United States,United States,English,Yes,Part-Time
66c3bc9f20697198c71230cc,B,B,B,B,B,B,B,B,B,B,,,0.0,0.0,noisy,random,positive,,Fail,red,20.0,6.0,8.0,Fail Box,B,B,B,B,B,B,B,B,B,B,,,STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,787.0,6,White,Undergraduate degree (BA/BSc/other),42,Female,White,United States,United States,United States,English,No,Full-Time
62e156c4c63c97683cfccb82,B,A,B,C,D,B,D,B,B,A,,,0.0,0.0,noisy,random,positive,,Fail,red,30.0,5.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,678.0,191,White,Technical/community college,40,Male,White,United States,United States,United States,English,No,Full-Time
60741d357c4ab1281c844e1a,D,A,B,D,D,D,B,D,,,,,0.0,0.0,noisy,random,negative,,Fail,red,40.0,5.0,5.0,Fail Box,B,C,A,D,B,D,D,B,C,,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1662.0,474,White,Undergraduate degree (BA/BSc/other),44,Female,White,United States,United States,United States,English,No,Full-Time
5dc891ba0133ef5ecf39323d,B,B,B,B,C,B,B,C,D,B,,,0.0,0.0,noisy,random,negative,,Fail,red,30.0,1.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,272.0,473,Mixed,Undergraduate degree (BA/BSc/other),23,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking)
669559538f9ed0aae416142b,D,A,A,C,B,C,B,C,D,A,,,0.0,0.0,noisy,random,negative,,Fail,red,1.0,1.0,1.0,Fail Box,B,A,B,C,C,C,C,A,A,D,,,STEM Track,0.0,0.0,R,R,C,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1426.0,122,White,Secondary education (e.g. GED/GCSE),26,Male,White,United States,United States,United States,English,No,Full-Time
5ec599168c7fa65cabe8b5c7,B,A,D,D,B,D,D,B,B,B,,,0.0,0.0,noisy,random,positive,,Fail,red,50.0,2.0,2.0,Pass Box,B,B,C,,,D,,A,C,C,,,STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1470.0,1334,White,Undergraduate degree (BA/BSc/other),35,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6637b096d7435d947e0826ca,B,A,C,C,B,B,D,B,C,A,,,0.0,0.0,noisy,random,positive,,Fail,red,40.0,4.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,376.0,107,White,Technical/community college,53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
5f4b268e99a3f9000bef04a5,A,A,,B,B,B,D,C,,,,,0.0,0.0,noisy,random,positive,,Fail,red,75.0,5.0,5.0,Pass Box,B,,C,,A,,,A,,C,,,STEM Track,1.0,9.315,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1240.0,361,East Asian,Undergraduate degree (BA/BSc/other),22,Female,Asian,United States,United States,United States,Cantonese,Yes,DATA_EXPIRED
665731c5d9459f21dacb1b41,D,B,B,C,A,C,C,B,C,B,,,0.0,0.0,noisy,random,ground,,Fail,red,45.0,4.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,604.0,260,Black/African American,High school diploma/A-levels,33,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
5e9d4cea9a706b26f7bd3799,A,A,D,B,D,B,,A,,,,,0.0,0.0,noisy,random,ground,,Fail,red,60.0,5.0,4.0,Pass Box,B,A,C,C,A,D,C,A,B,C,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1384.0,456,White,Undergraduate degree (BA/BSc/other),72,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
5c113ae4b7fb2f00011a6b7e,D,A,B,C,D,B,D,B,C,B,,,0.0,0.0,noisy,random,ground,,Fail,red,25.0,2.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,621.0,2914,White Sephardic Jew,Graduate degree (MA/MSc/MPhil/other),24,Female,White,United States,United States,United States,Russian,Yes,Other
6282575ebe32fdc6268babc8,D,A,D,C,D,B,A,B,A,D,,,0.0,0.0,noisy,random,positive,,Fail,red,50.0,4.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,763.0,4244,White,Graduate degree (MA/MSc/MPhil/other),52,Female,White,United States,United States,United States,English,No,Full-Time
652c7300f8ceb27a31711cf1,B,A,A,D,C,C,B,C,C,A,,,0.0,0.0,noisy,random,ground,,Fail,red,30.0,2.0,3.0,Fail Box,A,B,D,C,A,D,C,C,C,A,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,757.0,106,East Asian,Undergraduate degree (BA/BSc/other),25,Female,Asian,United States,United States,United States,English,No,Part-Time
5d99f1a45a1126001c5c0a84,A,D,B,B,C,D,A,D,C,B,,,2.0,29.604,noisy,random,ground,,Fail,red,53.0,3.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,869.0,4422,White,High school diploma/A-levels,42,Male,White,United States,United States,United States,English,No,Full-Time
660dde2ea4ccc7fca5fbbedb,B,D,D,C,B,D,A,C,B,C,,,0.0,0.0,noisy,random,ground,,Fail,red,10.0,1.0,1.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,1239.0,225,Black/African American,High school diploma/A-levels,48,Male,Black,United States,United States,United States,English,No,Other
66e9aff7ec064619b07b8ea8,D,B,B,C,B,B,B,B,C,A,,,0.0,0.0,noisy,random,positive,,Fail,red,51.0,4.0,5.0,Pass Box,B,C,A,C,D,D,C,B,D,C,,,STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1002.0,7,White,Doctorate degree (PhD/other),46,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66e9a6cf278a9806ebe7bd0b,B,A,A,B,A,C,A,A,A,A,,,0.0,0.0,noisy,random,positive,,Fail,red,30.0,4.0,5.0,Fail Box,D,B,A,C,B,B,A,C,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,642.0,10,White,High school diploma/A-levels,34,Male,White,United States,United States,United States,English,No,Full-Time
60883f3787067378cdf11fe1,A,C,B,C,C,B,D,A,A,B,,,0.0,0.0,noisy,random,positive,,Fail,red,25.0,2.0,4.0,Fail Box,D,D,A,C,B,B,A,D,C,C,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,914.0,839,Black/African American,Technical/community college,23,Male,Black,United States,United States,United States,English,No,Full-Time
62850929d863bbcde0ef538b,D,A,B,C,C,B,D,B,C,D,,,0.0,0.0,noisy,random,positive,,Fail,red,10.0,2.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,541.0,2783,White,Graduate degree (MA/MSc/MPhil/other),51,Male,White,United States,United States,United States,English,Yes,Full-Time
5b75d448be28580001b5a603,D,A,C,C,B,A,D,D,,,,,0.0,0.0,noisy,random,negative,,Fail,red,60.0,5.0,6.0,Not Sure,B,A,C,C,A,D,C,A,D,C,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1251.0,1778,East Asian,Undergraduate degree (BA/BSc/other),53,Male,Asian,Korea,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65d9316cb5c95ac38aee3856,C,D,D,B,B,C,A,D,B,B,,,1.0,1.979,noisy,random,ground,,Fail,red,40.0,4.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,543.0,126,White,Technical/community college,20,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63d7f3f4e50de685d3d5b4fb,C,A,C,D,C,B,C,C,C,A,,,0.0,0.0,noisy,random,negative,,Fail,red,75.0,5.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,548.0,3046,Latino/Hispanic,Undergraduate degree (BA/BSc/other),38,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
611f07e8d31eb6064d7009f2,B,C,A,D,B,B,B,A,C,A,,,0.0,0.0,noisy,random,positive,,Fail,red,29.0,0.0,2.0,Pass Box,A,A,C,B,D,A,C,A,D,C,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,394.0,1564,Middle Eastern,Graduate degree (MA/MSc/MPhil/other),48,Male,Asian,United States,United States,United States,English,No,Full-Time
6650fecf2c8ca66c1c78dcf7,C,A,B,B,C,B,C,C,B,B,,,0.0,0.0,noisy,random,positive,,Fail,red,50.0,2.0,4.0,Pass Box,B,A,B,B,A,A,B,C,B,B,,,STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,R,R,R,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,228.0,501,White,Secondary education (e.g. GED/GCSE),34,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
666c462dbf512cfb5c74ff06,D,A,A,C,D,D,A,C,B,C,,,0.0,0.0,noisy,random,negative,,Fail,red,25.0,0.0,5.0,Fail Box,B,B,C,A,A,D,,A,B,D,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1172.0,99,White,Undergraduate degree (BA/BSc/other),27,Female,White,United States,United States,United States,English,No,Full-Time
5c2be72c59ce110001073428,A,A,B,C,B,C,A,B,C,B,,,0.0,0.0,noisy,random,ground,,Fail,red,25.0,3.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,873.0,1791,White,Technical/community college,42,Male,White,United States,United States,United States,English,No,Full-Time
63db49b4969069441bc68182,A,B,D,B,D,D,A,A,D,D,,,0.0,0.0,noisy,random,positive,,Fail,red,25.0,10.0,10.0,Pass Box,D,D,A,C,D,C,D,C,B,D,,,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,3016.0,1397,Black/African American,High school diploma/A-levels,58,Male,Black,United States,United States,United States,English,No,Full-Time
5622e4dced6e5a0005c80078,C,A,B,B,C,D,A,C,A,D,,,0.0,0.0,noisy,random,negative,,Fail,red,20.0,2.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,,,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,Non-STEM Track,2941.0,3775,White,Undergraduate degree (BA/BSc/other),52,Female,White,United States,United States,United States,English,No,Full-Time
572535bba34b2a001306827c,C,C,B,B,B,B,C,B,A,C,,,0.0,0.0,noisy,random,negative,,Fail,red,20.0,2.0,3.0,Fail Box,B,B,C,B,A,D,C,C,A,C,,,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,,0,0,0,0,0,0,0,0,0,False,False,STEM Track,1064.0,4062,Latino/Hispanic,Undergraduate degree (BA/BSc/other),38,Male,Mixed,United States,United States,United States,English,No,Full-Time
