,Intro.1.player.prolific_id,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Time taken,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
20,5e2610aad15fdb000c054503,D,A,B,C,D,A,C,C,C,B,DABCDACCCB,0.4,0.0,0.0,noisy,random,positive,Pass,black,70.0,5.0,4.0,Pass Box,A,A,B,C,A,D,C,A,C,C,AABCADCACC,0.6,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I enjoy Stem subjects more than others.,"This was very fun! Given a bit more time, I am sure that I could've gotten more problems right, but rthe time limit was frazzling me!",STEM Track,1420.0,5732,White,Undergraduate degree (BA/BSc/other),60,Male,White,United States,United States,United States,English,No,Full-Time
21,65a2bed50652b97162516095,D,C,A,A,D,D,A,B,C,C,DCAADDABCC,0.1,0.0,0.0,noisy,random,ground,Fail,black,25.0,2.0,10.0,Fail Box,D,B,A,C,B,D,A,B,C,B,DBACBDABCB,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Not strong in math,It was stressful reading and answering the first part of the survey when asked stem questions,Non-STEM Track,900.0,714,South East Asian,Undergraduate degree (BA/BSc/other),27,Female,Asian,United States,United States,United States,Khmer,Yes,DATA_EXPIRED
22,6413c7853eba2b2215197ff4,B,B,C,B,C,D,B,D,B,B,BBCBCDBDBB,0.3,0.0,0.0,noisy,random,ground,Pass,red,0.0,0.0,0.0,Not Sure,C,C,B,D,A,D,D,C,B,C,CCBDADDCBC,0.4,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Predictable misery vs fear of the unknown?,I don't know how to do algebra. It's kind of embarrassing.,STEM Track,669.0,2254,White,Technical/community college,69,Female,White,United States,United States,United States,English,No,Other
23,666096aa3e8745239c08f8b1,A,A,A,A,A,,A,C,,,AAAAA_AC__,0.3,1.0,1.467,noisy,random,ground,Fail,black,24.0,3.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I am not good at math and thought I'd do better at something else,I tried on the math part but I know I didn't do good. I mostly guessed or tried to make an educated guess.,Non-STEM Track,905.0,244,Latino/Hispanic,Technical/community college,32,Female,Mixed,United States,United States,United States,English,No,Part-Time
24,65f835fa888514d736f32ece,D,A,C,A,B,C,C,D,B,B,DACABCCDBB,0.4,0.0,0.0,noisy,random,negative,Pass,red,0.0,0.0,0.0,Fail Box,A,D,D,A,A,A,A,A,A,A,ADDAAAAAAA,0.3,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Because I'm not good at math so I figured I could pick the answer that looks like the outlier for each answer and have a good shot at getting zero of them correct. ,Was a bit confusing on the wording but it ended up being okay. ,STEM Track,621.0,261,White,Undergraduate degree (BA/BSc/other),31,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
25,668a0371be5eedd5c545e1ff,B,A,B,C,B,D,A,C,D,C,BABCBDACDC,0.3,0.0,0.0,noisy,random,negative,Fail,black,50.0,3.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,0,difficulty,the math was more difficult ,Non-STEM Track,968.0,226,White,Technical/community college,53,Female,White,United States,United States,United States,English,No,Part-Time
27,672298d38faba7cd4fdf3679,B,A,B,C,C,B,A,C,B,A,BABCCBACBA,0.3,0.0,0.0,noisy,random,positive,Fail,red,20.0,4.0,4.0,Fail Box,C,C,D,C,A,D,C,A,C,C,CCDCADCACC,0.5,STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,1,0,0,0,0,$2 for 4 questions was a better chance than $.20 for each question.,Stressful,STEM Track,1227.0,56,Black/African American,Undergraduate degree (BA/BSc/other),24,Female,Black,United States,United States,United States,English,No,Full-Time
28,66e8ab881b2f3a27ce5ffb32,A,A,C,A,B,B,D,D,A,C,AACABBDDAC,0.6,0.0,0.0,noisy,random,ground,Pass,red,20.0,2.0,2.0,Pass Box,B,C,C,B,C,D,D,A,C,C,BCCBCDDACC,0.5,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I love solving math problems,"good, thank you",STEM Track,931.0,261,White,High school diploma/A-levels,25,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
29,6637fc287f16270ca8025b20,D,A,C,B,B,D,D,B,C,A,DACBBDDBCA,0.6,0.0,0.0,noisy,random,positive,Pass,black,40.0,4.0,6.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,0,I did not have the confidence to answer those questions,it was interesting to see these types of problems again,Non-STEM Track,683.0,455,East Asian,Undergraduate degree (BA/BSc/other),30,Male,Asian,United States,United States,Korea,English,DATA_EXPIRED,DATA_EXPIRED
30,5fd4814a3f26f11eb67b686c,C,A,B,C,B,B,D,C,B,A,CABCBBDCBA,0.5,0.0,0.0,noisy,random,negative,Pass,red,30.0,3.0,4.0,Pass Box,B,A,C,A,A,D,C,B,B,C,BACAADCBBC,0.9,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I think I trust in my previous education enough to choose the STEM track.,"The experience was smooth, not much ""interference"" when going through the sections.",STEM Track,783.0,805,East Asian,Technical/community college,26,Male,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
31,672872eabd3885faa5ee4260,A,C,A,B,B,B,D,C,C,B,ACABBBDCCB,0.8,0.0,0.0,noisy,random,positive,Pass,red,80.0,7.0,6.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,Because I don't really like anything that involve much mathematics,I had a nice time ,Non-STEM Track,866.0,15,Black/African American,Graduate degree (MA/MSc/MPhil/other),27,Male,Black,Kenya,United States,United States,English,Yes,Part-Time
32,6647b89b36a2cd9d343fe7c1,D,A,B,D,D,D,B,C,B,A,DABDDDBCBA,0.2,0.0,0.0,noisy,random,ground,Fail,black,20.0,3.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I liked my odds better with answers counting individually towards rewards.,Everything was fine.,Non-STEM Track,564.0,269,White,Undergraduate degree (BA/BSc/other),35,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
33,62fd76d3f0824c29d4b1e6bd,C,D,A,B,D,B,B,A,D,A,CDABDBBADA,0.2,0.0,0.0,noisy,random,ground,Fail,black,45.0,4.0,4.0,Fail Box,B,C,B,C,B,B,C,B,C,B,BCBCBBCBCB,0.2,STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,0,0,1,0,0,0,0,0,0,I just thought the first STEM test was fun and wanted more like it. ,Thank you!,STEM Track,895.0,2024,White,High school diploma/A-levels,31,Male,White,United States,United States,United States,English,No,Part-Time
34,5feeeea3341f421a1fd59597,B,B,B,C,D,C,A,C,,,BBBCDCAC__,0.1,2.0,6.307,noisy,random,negative,Fail,black,25.0,2.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,1.0,2.739,R,C,C,C,R,C,C,C,C,C,C,RCCCRCCCCCC,0,0,1,0,0,0,0,0,0,Because I am better at the Non-STEM content.,,Non-STEM Track,1470.0,624,White,Graduate degree (MA/MSc/MPhil/other),63,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
36,60fdca1a87839971dfef0270,D,A,B,C,D,B,C,C,B,D,DABCDBCCBD,0.3,0.0,0.0,noisy,random,ground,Fail,black,30.0,3.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,0,1,1,0,0,0,0,0,0,I am awful at math ,,Non-STEM Track,670.0,878,White,Graduate degree (MA/MSc/MPhil/other),26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
37,663d0e210e239265b07238f1,,,,,,,,,,,__________,0.0,0.0,0.0,noisy,random,negative,Fail,red,70.0,8.0,5.0,Pass Box,B,C,C,A,A,D,C,D,B,C,BCCAADCDBC,0.8,STEM Track,0.0,0.0,R,C,R,R,R,R,R,R,C,C,C,RCRRRRRRCCC,1,0,0,0,1,0,0,0,0," I have always been fascinated by science and technology. I enjoy problem-solving and the analytical thinking that comes with these subjects. Additionally, I believe that a strong foundation in STEM will open up numerous career opportunities in the future, especially in a rapidly evolving job market.","My experience has been largely positive, as I appreciate the hands-on learning opportunities I've had. However, I feel that there could be more mentorship programs available for students pursuing STEM fields. Connecting students with professionals could provide valuable insights and guidance for their future careers.  ",STEM Track,1463.0,288,Black/African American,Doctorate degree (PhD/other),36,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
38,6604618d2ee080f8246f2f61,C,A,B,D,B,B,C,A,A,D,CABDBBCAAD,0.3,0.0,0.0,noisy,random,ground,Fail,black,20.0,4.0,5.0,Fail Box,A,B,A,C,B,D,A,D,C,D,ABACBDADCD,0.8,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,It was guaranteed at least some bonus or higher chances of.,,Non-STEM Track,439.0,223,Caribbean,High school diploma/A-levels,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
39,6674e27d7068f7b381b54c73,C,B,B,C,A,C,C,D,B,D,CBBCACCDBD,0.0,0.0,0.0,noisy,random,positive,Fail,red,45.0,2.0,2.0,Fail Box,B,B,D,C,A,A,D,C,D,B,BBDCAADCDB,0.2,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,unsure,good,STEM Track,857.0,304,White,Undergraduate degree (BA/BSc/other),49,Female,White,United States,United States,United States,English,No,Part-Time
40,670d7afbadf6cefd9a2f4e72,D,A,A,C,B,B,D,C,C,B,DAACBBDCCB,0.7,0.0,0.0,noisy,random,positive,Pass,red,75.0,4.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,The first quiz was time consuming and I didn't do well.,The experience was fine. No feedback.,Non-STEM Track,794.0,241,White,High school diploma/A-levels,41,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
41,663e638df48d765486d59a0f,D,A,D,C,A,B,D,C,B,A,DADCABDCBA,0.4,0.0,0.0,noisy,random,positive,Fail,red,25.0,4.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I was hoping it would be something I had reviewed in the last 15 years.,"The math had me stressing, but I was pumped regarding the synonym test.",Non-STEM Track,1210.0,312,White,Undergraduate degree (BA/BSc/other),36,Female,White,United States,United States,United States,English,No,Full-Time
42,6643c8d8f6c2189fd555f249,D,A,B,A,B,A,B,A,C,A,DABABABACA,0.3,0.0,0.0,noisy,random,negative,Pass,red,20.0,2.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,easier ,Fun Survey :^,Non-STEM Track,524.0,187,White,Undergraduate degree (BA/BSc/other),24,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
43,6683fdcdf7e5580c12bb591c,D,A,A,C,B,B,,C,,,DAACBB_C__,0.4,1.0,1.636,noisy,random,positive,Pass,red,30.0,2.0,1.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,0,0,1,0,0,0,0,0,0,"I come from a literature background. Also, math was my worst subject.","Math makes me panic and my husband came in in the middle, so I started to panic and couldn't do any math.",Non-STEM Track,875.0,587,White,Undergraduate degree (BA/BSc/other),41,Female,White,United States,United States,United States,English,No,Full-Time
44,662949dcb3c06ccdd7352db5,D,A,B,C,B,B,D,B,C,B,DABCBBDBCB,0.6,0.0,0.0,noisy,random,ground,Pass,red,85.0,6.0,5.0,Pass Box,B,B,C,B,A,D,C,C,C,C,BBCBADCCCC,0.6,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I thought I'd do better on it than I actually did.  I've been out of school too long and have forgotten a lot.,good,STEM Track,1102.0,658,White,Graduate degree (MA/MSc/MPhil/other),43,Female,White,United States,United States,United States,English,No,Full-Time
