,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.drop,participant.single,participant.page_number,participant.oppo_list,participant.payoffs_list,participant.oppo_payoffs_list,participant.nodes_list,participant.oppo_nodes_list,participant.takes_list,participant.oppo_takes_list,participant.order,participant.finished,participant.prolificID,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.return_url,session.config.participation_fee,session.config.real_world_currency_per_point,Exp2_Intro.1.player.id_in_group,Exp2_Intro.1.player.role,Exp2_Intro.1.player.payoff,Exp2_Intro.1.player.prolific_id,Exp2_Intro.1.group.id_in_subsession,Exp2_Intro.1.subsession.round_number,Exp2_Section_1.1.player.id_in_group,Exp2_Section_1.1.player.role,Exp2_Section_1.1.player.payoff,Exp2_Section_1.1.player.question1,Exp2_Section_1.1.player.question2,Exp2_Section_1.1.player.question3,Exp2_Section_1.1.player.question4,Exp2_Section_1.1.player.question5,Exp2_Section_1.1.player.question6,Exp2_Section_1.1.player.question7,Exp2_Section_1.1.player.question8,Exp2_Section_1.1.player.question9,Exp2_Section_1.1.player.question10,Exp2_Section_1.1.player.stem_quiz_1_answers,Exp2_Section_1.1.player.stem_quiz_1_score,Exp2_Section_1.1.player.num_tab_switches_in_section_1,Exp2_Section_1.1.player.total_time_hidden_in_section_1,Exp2_Section_1.1.group.id_in_subsession,Exp2_Section_1.1.subsession.round_number,Exp2_Section_2_3.1.player.id_in_group,Exp2_Section_2_3.1.player.role,Exp2_Section_2_3.1.player.payoff,Exp2_Section_2_3.1.player.track,Exp2_Section_2_3.1.player.path,Exp2_Section_2_3.1.player.preferred_info_structure,Exp2_Section_2_3.1.player.performance,Exp2_Section_2_3.1.player.ball_color,Exp2_Section_2_3.1.player.overplacement,Exp2_Section_2_3.1.player.overestimation,Exp2_Section_2_3.1.player.passing_threshold,Exp2_Section_2_3.1.player.ball_origin_estimation,Exp2_Section_2_3.1.group.id_in_subsession,Exp2_Section_2_3.1.subsession.round_number,Exp2_Section_4.1.player.id_in_group,Exp2_Section_4.1.player.role,Exp2_Section_4.1.player.payoff,Exp2_Section_4.1.player.schools_private_independent,Exp2_Section_4.1.player.schools_private_religious,Exp2_Section_4.1.player.schools_public_school,Exp2_Section_4.1.player.schools_homeschool,Exp2_Section_4.1.player.schools_online_school,Exp2_Section_4.1.player.schools_charter_school,Exp2_Section_4.1.player.schools_all_girls_school,Exp2_Section_4.1.player.schools_all_boys_school,Exp2_Section_4.1.player.schools_stem_oriented_school,Exp2_Section_4.1.player.subjects,Exp2_Section_4.1.player.experience,Exp2_Section_4.1.group.id_in_subsession,Exp2_Section_4.1.subsession.round_number,Intro.1.player.id_in_group,Intro.1.player.role,Intro.1.player.payoff,Intro.1.player.prolific_id,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Section_1.1.player.id_in_group,Section_1.1.player.role,Section_1.1.player.payoff,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_1.1.group.id_in_subsession,Section_1.1.subsession.round_number,Section_2_3.1.player.id_in_group,Section_2_3.1.player.role,Section_2_3.1.player.payoff,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_2_3.1.group.id_in_subsession,Section_2_3.1.subsession.round_number,Section_4_5.1.player.id_in_group,Section_4_5.1.player.role,Section_4_5.1.player.payoff,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.parsed_questions,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_4_5.1.player.passing_threshold,Section_4_5.1.group.id_in_subsession,Section_4_5.1.subsession.round_number,Section_6.1.player.id_in_group,Section_6.1.player.role,Section_6.1.player.payoff,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_6.1.group.id_in_subsession,Section_6.1.subsession.round_number,Section_7.1.player.id_in_group,Section_7.1.player.role,Section_7.1.player.payoff,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.subjects,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Section_7.1.group.id_in_subsession,Section_7.1.subsession.round_number,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
50,53,xpjlbhak,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:28:57.832022,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,53,,0.0,66eb8392a83124c440666fb1,1,1,53,,0.0,A,A,B,C,D,B,D,A,B,D,AABCDBDABD,0.4,0.0,0.0,1,1,53,,0.0,noisy,explanation,Choice A,Fail,red,10.0,5.0,5.0,Pass Box,1,1,53,,0.0,0,1,1,1,0,0,0,0,1,Religious studies!  Mathematics.  History.  Science.,It was a really tough quiz. I haven't done math like that in years. And I'm really curious what my actual score on the quiz was.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bba201d45ced4d679d2,66eb8392a83124c440666fb1,APPROVED,Not Applicable,2024-09-26T16:28:52.758000Z,2024-09-26T16:42:22.284000Z,2024-09-26T16:43:19.741000Z,2024-09-26T16:42:23.043560Z,810.0,C1BTHULB,7,Native American or Alaskan Native,Undergraduate degree (BA/BSc/other),23,Male,Other,United States,United States,United States,English,Yes,Full-Time
51,54,qyrf1hwh,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:05.617683,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,54,,0.0,6644cd2538b07b2b6aaa4376,1,1,54,,0.0,B,B,A,B,D,B,A,C,B,A,BBABDBACBA,0.3,0.0,0.0,1,1,54,,0.0,noisy,explanation,Choice A,Pass,red,50.0,4.0,3.0,Pass Box,1,1,54,,0.0,0,0,1,1,0,0,0,0,0,Typical school courses until high school where I got to take an Arts class and Marine Biology. I've worked online jobs and in the public sector as well.,I didn't understand the whole balls in boxes situation. I guess it was supposed to be that way so I wouldn't know either way how I did on the test.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bc9ae50cb94245731a9,6644cd2538b07b2b6aaa4376,APPROVED,Not Applicable,2024-09-26T16:29:02.073000Z,2024-09-26T16:42:38.099000Z,2024-09-26T16:43:11.189000Z,2024-09-26T16:42:38.711458Z,817.0,C1BTHULB,138,White,High school diploma/A-levels,26,Female,White,United States,United States,United States,English,No,Part-Time
52,55,i4j6i5ml,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:11.356035,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,55,,0.0,65d76ebb8291ac6b90e131a7,1,1,55,,0.0,A,A,A,B,B,B,D,C,C,B,AAABBBDCCB,0.9,0.0,0.0,1,1,55,,0.0,noisy,explanation,Choice B,Pass,red,80.0,6.0,6.0,Pass Box,1,1,55,,0.0,1,1,1,0,0,0,0,1,1,Engineering  Maths  CompSci  Construction,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bb0681eb9dbe19add92,65d76ebb8291ac6b90e131a7,APPROVED,Not Applicable,2024-09-26T16:29:07.697000Z,2024-09-26T16:41:19.287000Z,2024-09-26T16:43:22.182000Z,2024-09-26T16:41:43.564487Z,732.0,C1BTHULB,255,South Asian,Undergraduate degree (BA/BSc/other),26,Male,Asian,United States,United States,United States,English,No,Full-Time
53,56,8743t16n,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:15.187947,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,56,,0.0,639f9c5df69bccc14bb598b7,1,1,56,,0.0,D,A,B,C,A,B,A,C,B,A,DABCABACBA,0.3,0.0,0.0,1,1,56,,0.0,noisy,explanation,Choice B,Pass,red,0.0,0.0,0.0,Pass Box,1,1,56,,0.0,0,0,1,0,0,0,0,0,0,"general education., was a diesel mechanic in the Navy ,then a welder for 30 yrs",hard questions im afraid it looked like greek to me..,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bccfbee3f58bb2a99fe,639f9c5df69bccc14bb598b7,APPROVED,Not Applicable,2024-09-26T16:29:10.921000Z,2024-09-26T16:38:07.131000Z,2024-09-26T17:38:15.671000Z,2024-09-26T16:38:09.677974Z,537.0,C1BTHULB,1994,White,High school diploma/A-levels,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
54,57,1qgtkljs,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:33.144559,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,57,,0.0,5e7fefe06c12706d47e35211,1,1,57,,0.0,B,A,D,C,D,B,D,C,D,B,BADCDBDCDB,0.5,0.0,0.0,1,1,57,,0.0,noisy,explanation,Choice A,Pass,black,50.0,6.0,5.0,Pass Box,1,1,57,,0.0,0,0,1,0,0,0,0,0,0,"I studied neuroscience, natural sciences, and psychology. I work in clinical research and data science.",I wish we knew beforehand if we could use scratch paper beforehand so I didn't waste time getting it ready.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58be4f745c9694f411c54,5e7fefe06c12706d47e35211,APPROVED,Not Applicable,2024-09-26T16:29:29.948000Z,2024-09-26T16:41:34.398000Z,2024-09-26T16:44:21.498000Z,2024-09-26T16:41:50.010747Z,725.0,C1BTHULB,2152,White,Graduate degree (MA/MSc/MPhil/other),25,Female,White,United States,United States,United States,English,No,Full-Time
55,58,gtctyz9f,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:37.757517,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,58,,0.0,5fab34d5e971f1617667232e,1,1,58,,0.0,C,B,B,C,A,C,A,B,C,A,CBBCACABCA,0.1,0.0,0.0,1,1,58,,0.0,noisy,explanation,Choice B,Fail,black,3.0,1.0,4.0,Fail Box,1,1,58,,0.0,0,0,1,0,0,0,0,0,0,Kansas curriculum for high schoolers and I have worked as a CNA most of my working years other than 2 years that I worked as director of housekeeping for a large hotel.,It was hard because math was my absolute worst subject in school. Although I know I didn't do well at all on this it was an interesting study and a nice change of pace.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58be44eba6e7c9f133d1f,5fab34d5e971f1617667232e,APPROVED,Not Applicable,2024-09-26T16:29:32.762000Z,2024-09-26T16:37:57.941000Z,2024-09-26T16:37:58.739000Z,2024-09-26T16:37:58.638121Z,506.0,C1BTHULB,1975,White,Technical/community college,41,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
56,59,z1l1sw1b,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:43.483343,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,59,,0.0,66d80c477561b038cd0e43b6,1,1,59,,0.0,A,A,B,B,B,,D,,,,AABBB_D___,0.5,0.0,0.0,1,1,59,,0.0,noisy,explanation,Choice B,Pass,red,60.0,6.0,4.0,Pass Box,1,1,59,,0.0,1,0,1,0,0,0,1,0,0,Programming languages,"My experience throughout this process was generally positive. The questions were clear and relevant, and I appreciated the structured format that guided me through each section. ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58be80413d554442486fe,66d80c477561b038cd0e43b6,APPROVED,Not Applicable,2024-09-26T16:29:38.157000Z,2024-09-26T16:48:52.839000Z,2024-09-26T16:51:14.790000Z,2024-09-26T16:51:20.467120Z,1155.0,C1BTHULB,64,Black/African American,Undergraduate degree (BA/BSc/other),27,Female,Black,United States,United States,United States,English,No,Part-Time
57,60,w0fnu5qa,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:29:43.956951,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,60,,0.0,65c10d8000af1af81e3f42ec,1,1,60,,0.0,A,C,D,B,A,B,D,B,B,,ACDBABDBB_,0.4,1.0,0.183,1,1,60,,0.0,noisy,explanation,Choice B,Pass,red,62.0,5.0,3.0,Pass Box,1,1,60,,0.0,0,0,1,0,0,0,0,0,0,Human Resource Management  Accounting  Foreign Language,Good experience,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bec0ffeb15b3d2d3929,65c10d8000af1af81e3f42ec,APPROVED,Not Applicable,2024-09-26T16:29:39.286000Z,2024-09-26T16:44:17.145000Z,2024-09-26T16:44:25.219000Z,2024-09-26T16:44:20.264731Z,878.0,C1BTHULB,691,Black/African American,High school diploma/A-levels,36,Female,Black,United States,United States,United States,English,No,Due to start a new job within the next month
59,62,j4ezn22d,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:30:18.218172,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,62,,0.0,6100c3f0a1cd16bb87069625,1,1,62,,0.0,B,C,B,A,C,C,D,C,A,C,BCBACCDCAC,0.2,0.0,0.0,1,1,62,,0.0,noisy,explanation,Choice B,Fail,black,10.0,1.0,3.0,Fail Box,1,1,62,,0.0,0,0,1,0,0,0,0,0,0,"history, science, mathematics, english",no feedback,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c0d62782082a4f59dfa,6100c3f0a1cd16bb87069625,APPROVED,Not Applicable,2024-09-26T16:30:13.064000Z,2024-09-26T16:39:26.910000Z,2024-09-26T16:43:47.963000Z,2024-09-26T16:39:44.966952Z,554.0,C1BTHULB,391,White,High school diploma/A-levels,24,Male,White,United States,United States,United States,English,No,Other
60,63,m7v4lhmc,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:30:24.240118,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,63,,0.0,65ca870d5ec4d7d40b27c58d,1,1,63,,0.0,D,C,C,D,B,C,D,A,C,B,DCCDBCDACB,0.5,0.0,0.0,1,1,63,,0.0,noisy,explanation,Choice B,Pass,red,50.0,1.0,2.0,Pass Box,1,1,63,,0.0,0,1,1,1,0,0,0,0,0,I majored in sociology and i've worked in sales and tech ,Was not expecting the math,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58bed4df6f35dfd7d6f36,65ca870d5ec4d7d40b27c58d,APPROVED,Not Applicable,2024-09-26T16:29:39.685000Z,2024-09-26T16:35:42.361000Z,2024-09-26T16:35:43.993000Z,2024-09-26T16:35:43.166605Z,363.0,C1BTHULB,152,Black/African American,Undergraduate degree (BA/BSc/other),35,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
61,64,4zwhkzhf,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:30:40.820400,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,64,,0.0,60fef0626d87d03fb002641e,1,1,64,,0.0,B,A,A,B,A,B,D,B,B,B,BAABABDBBB,0.5,0.0,0.0,1,1,64,,0.0,noisy,explanation,Choice B,Pass,red,60.0,4.0,5.0,Pass Box,1,1,64,,0.0,0,0,1,0,0,0,0,0,0,STEM and research industries,I am usually good at math but this made me feel bad lol. ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c298712ff08730d0587,60fef0626d87d03fb002641e,APPROVED,Not Applicable,2024-09-26T16:30:38.448000Z,2024-09-26T16:37:25.553000Z,2024-09-26T16:37:27.584000Z,2024-09-26T16:37:27.480340Z,408.0,C1BTHULB,1516,White,Technical/community college,21,Female,White,United States,United States,United States,English,Yes,Part-Time
62,66,u6h2j5lj,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:31:08.577921,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,66,,0.0,655fa1d61a31921e732c6447,1,1,66,,0.0,D,A,C,,,,,,,,DAC_______,0.2,0.0,0.0,1,1,66,,0.0,noisy,explanation,Choice A,Pass,red,20.0,1.0,1.0,Fail Box,1,1,66,,0.0,0,0,1,0,0,1,0,0,0,"Humanities, Philosophy, Biology","It was difficult, but it is what it is",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c42f89a8d78fa78eda4,655fa1d61a31921e732c6447,APPROVED,Not Applicable,2024-09-26T16:31:05.648000Z,2024-09-26T16:45:27.273000Z,2024-09-26T16:45:28.008000Z,2024-09-26T16:45:29.579474Z,862.0,C1BTHULB,601,East Asian,High school diploma/A-levels,20,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63,67,ep5jtudp,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:31:18.336196,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,67,,0.0,66ac000a448a79dc74f99132,1,1,67,,0.0,B,C,C,D,B,C,C,C,B,D,BCCDBCCCBD,0.3,0.0,0.0,1,1,67,,0.0,noisy,explanation,Choice A,Fail,red,50.0,4.0,4.0,Fail Box,1,1,67,,0.0,0,0,1,0,0,0,0,0,0,"Biology, English ",Not at all,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c470880e6d169248656,66ac000a448a79dc74f99132,APPROVED,Not Applicable,2024-09-26T16:31:11.312000Z,2024-09-26T16:40:15.025000Z,2024-09-26T16:43:44.254000Z,2024-09-26T16:40:56.075729Z,544.0,C1BTHULB,63,African,Doctorate degree (PhD/other),54,Female,Black,Nigeria,United States,United States,English,No,Full-Time
64,68,ja0096e3,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:31:30.125322,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,68,,0.0,6647b89b36a2cd9d343fe7c1,1,1,68,,0.0,D,A,B,D,D,A,C,B,B,A,DABDDACBBA,0.1,0.0,0.0,1,1,68,,0.0,noisy,explanation,Choice B,Fail,red,70.0,4.0,4.0,Pass Box,1,1,68,,0.0,0,0,1,0,0,0,0,0,0,Psychology and merchandising ,Everything went well ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c57b9a0d972bff42739,6647b89b36a2cd9d343fe7c1,APPROVED,Not Applicable,2024-09-26T16:31:25.468000Z,2024-09-26T16:41:25.095000Z,2024-09-26T17:43:06.875000Z,2024-09-26T16:41:46.048032Z,600.0,C1BTHULB,226,White,Undergraduate degree (BA/BSc/other),35,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65,69,m81od9kc,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:31:42.237090,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,69,,0.0,6542c81d37666b59c34d1b65,1,1,69,,0.0,B,A,A,C,A,B,B,B,A,D,BAACABBBAD,0.2,0.0,0.0,1,1,69,,0.0,noisy,explanation,Choice B,Fail,black,65.0,4.0,3.0,Fail Box,1,1,69,,0.0,0,0,1,1,0,0,0,0,0,"Math, science, history, and English. As far as what industries Iv worked in, I have worked in the medical industry as IT.",Experience was positive. I miss math and I have forgotten so much that I learned when I was actively learning. I need to focus on my studies again.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c55c4318643620bd7dc,6542c81d37666b59c34d1b65,APPROVED,Not Applicable,2024-09-26T16:31:38.141000Z,2024-09-26T16:47:29.325000Z,2024-09-26T16:47:32.114000Z,2024-09-26T16:47:30.511257Z,952.0,C1BTHULB,412,Latino/Hispanic,High school diploma/A-levels,23,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66,70,oei8oqc1,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:31:55.349647,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,70,,0.0,65c9c32a972eb42dca3511ec,1,1,70,,0.0,D,A,C,A,C,A,D,C,B,D,DACACADCBD,0.4,0.0,0.0,1,1,70,,0.0,noisy,explanation,Choice A,Fail,red,50.0,6.0,5.0,Pass Box,1,1,70,,0.0,0,0,1,0,1,0,0,0,0,I studied construction and I work in the construction industry,no,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c3a28ef388afd7fc6db,65c9c32a972eb42dca3511ec,APPROVED,Not Applicable,2024-09-26T16:31:48.840000Z,2024-09-26T16:51:09.267000Z,2024-09-26T17:55:24.231000Z,2024-09-26T16:52:55.943350Z,1161.0,C1BTHULB,372,Black/African American,Graduate degree (MA/MSc/MPhil/other),45,Male,Black,Ghana,United States,United States,English,No,Full-Time
67,71,5fwjv0gi,,0,12,12,Exp2_Section_4,EndSurvey,2024-09-26 16:32:09.847637,1,,,0.0,,,,,,,,,,,,,,519akakd,,,,,0,Experiment_2_Skewness_Preference,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,1.0,71,,0.0,66f566c89ef625f5c9be6c34,1,1,71,,0.0,D,C,A,D,D,B,,,,,DCADDB____,0.1,0.0,0.0,1,1,71,,0.0,noisy,explanation,Choice A,Fail,red,25.0,3.0,2.0,Not Sure,1,1,71,,0.0,0,0,1,0,0,0,0,0,0,College prep  Technical Support,It has been a long time since Algebra class.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f58c7dd3ca44c14faf8bea,66f566c89ef625f5c9be6c34,APPROVED,Not Applicable,2024-09-26T16:32:05.642000Z,2024-09-26T16:45:58.322000Z,2024-09-26T16:46:04.319000Z,2024-09-26T16:45:59.201032Z,833.0,C1BTHULB,2,White,High school diploma/A-levels,55,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
