,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.drop,participant.single,participant.page_number,participant.oppo_list,participant.payoffs_list,participant.oppo_payoffs_list,participant.nodes_list,participant.oppo_nodes_list,participant.takes_list,participant.oppo_takes_list,participant.order,participant.finished,participant.prolificID,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.return_url,session.config.participation_fee,session.config.name,Intro.1.player.id_in_group,Intro.1.player.role,Intro.1.player.payoff,Intro.1.player.prolific_id,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,Section_1.1.player.id_in_group,Section_1.1.player.role,Section_1.1.player.payoff,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_1.1.group.id_in_subsession,Section_1.1.subsession.round_number,Section_2_3.1.player.id_in_group,Section_2_3.1.player.role,Section_2_3.1.player.payoff,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_2_3.1.group.id_in_subsession,Section_2_3.1.subsession.round_number,Section_4_5.1.player.id_in_group,Section_4_5.1.player.role,Section_4_5.1.player.payoff,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.parsed_questions,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_4_5.1.player.passing_threshold,Section_4_5.1.group.id_in_subsession,Section_4_5.1.subsession.round_number,Section_6.1.player.id_in_group,Section_6.1.player.role,Section_6.1.player.payoff,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_6.1.group.id_in_subsession,Section_6.1.subsession.round_number,Section_7.1.player.id_in_group,Section_7.1.player.role,Section_7.1.player.payoff,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.subjects,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Section_7.1.group.id_in_subsession,Section_7.1.subsession.round_number,Exp2_Intro.1.player.id_in_group,Exp2_Intro.1.player.role,Exp2_Intro.1.player.payoff,Exp2_Intro.1.player.prolific_id,Exp2_Intro.1.group.id_in_subsession,Exp2_Intro.1.subsession.round_number,Exp2_Section_1.1.player.id_in_group,Exp2_Section_1.1.player.role,Exp2_Section_1.1.player.payoff,Exp2_Section_1.1.player.question1,Exp2_Section_1.1.player.question2,Exp2_Section_1.1.player.question3,Exp2_Section_1.1.player.question4,Exp2_Section_1.1.player.question5,Exp2_Section_1.1.player.question6,Exp2_Section_1.1.player.question7,Exp2_Section_1.1.player.question8,Exp2_Section_1.1.player.question9,Exp2_Section_1.1.player.question10,Exp2_Section_1.1.player.stem_quiz_1_answers,Exp2_Section_1.1.player.stem_quiz_1_score,Exp2_Section_1.1.player.num_tab_switches_in_section_1,Exp2_Section_1.1.player.total_time_hidden_in_section_1,Exp2_Section_1.1.group.id_in_subsession,Exp2_Section_1.1.subsession.round_number,Exp2_Section_2_3.1.player.id_in_group,Exp2_Section_2_3.1.player.role,Exp2_Section_2_3.1.player.payoff,Exp2_Section_2_3.1.player.track,Exp2_Section_2_3.1.player.path,Exp2_Section_2_3.1.player.preferred_info_structure,Exp2_Section_2_3.1.player.performance,Exp2_Section_2_3.1.player.ball_color,Exp2_Section_2_3.1.player.overplacement,Exp2_Section_2_3.1.player.overestimation,Exp2_Section_2_3.1.player.passing_threshold,Exp2_Section_2_3.1.player.ball_origin_estimation,Exp2_Section_2_3.1.group.id_in_subsession,Exp2_Section_2_3.1.subsession.round_number,Exp2_Section_4.1.player.id_in_group,Exp2_Section_4.1.player.role,Exp2_Section_4.1.player.payoff,Exp2_Section_4.1.player.schools_private_independent,Exp2_Section_4.1.player.schools_private_religious,Exp2_Section_4.1.player.schools_public_school,Exp2_Section_4.1.player.schools_homeschool,Exp2_Section_4.1.player.schools_online_school,Exp2_Section_4.1.player.schools_charter_school,Exp2_Section_4.1.player.schools_all_girls_school,Exp2_Section_4.1.player.schools_all_boys_school,Exp2_Section_4.1.player.schools_stem_oriented_school,Exp2_Section_4.1.player.subjects,Exp2_Section_4.1.player.experience,Exp2_Section_4.1.group.id_in_subsession,Exp2_Section_4.1.subsession.round_number,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
60,65,2pq90t7u,,0,18,18,Section_7,EndSurvey,2024-09-23 22:18:10.422102,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,65,,0.0,66ef465b7cd1704ec292e384,1,1,65,,0.0,D,A,B,C,B,B,D,C,A,A,DABCBBDCAA,0.5,0.0,0.0,1,1,65,,0.0,noisy,random,negative,Pass,black,40.0,3.0,4.0,Pass Box,1,1,65,,0.0,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,,0.0,0.0,4.0,1,1,65,,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,1,1,65,,0.0,0,0,1,0,0,0,0,0,0,"I used to be very excelled in math, but because I am pursuing an arts degree, I think I fell out of practice.",I am studying costume construction in theatre.,,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e90f3593549ce4244940,66ef465b7cd1704ec292e384,APPROVED,Not Applicable,2024-09-23T22:18:02.568000Z,2024-09-23T22:31:34.811000Z,2024-09-23T22:32:30.124000Z,2024-09-23T22:33:36.345172Z,813.0,C1BTHULB,0,White,High school diploma/A-levels,20,Female,White,United States,United States,United States,English,Yes,Part-Time
61,66,ubsqpo8w,,0,18,18,Section_7,EndSurvey,2024-09-23 22:18:42.303572,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,66,,0.0,66c4e66928ea45d6fe845fdb,1,1,66,,0.0,A,A,B,C,B,B,D,C,,,AABCBBDC,0.6,0.0,0.0,1,1,66,,0.0,noisy,random,positive,Pass,red,70.0,5.0,4.0,Pass Box,1,1,66,,0.0,D,B,A,C,B,A,A,B,C,D,DBACBAABCD,0.9,Non-STEM Track,,0.0,0.0,4.0,1,1,66,,0.0,R,R,R,R,R,R,R,R,C,C,C,RRRRRRRRCCC,1,1,66,,0.0,0,0,1,0,1,0,0,0,0,Less quizzes/work and I still make 0.20 cent an hour.,I study computer science my main courses are math and coding classes. Industry I worked in the food industry.,My experience was quick and not time consuming so overall it was good.,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e93730d1183bbefa14d4,66c4e66928ea45d6fe845fdb,APPROVED,Not Applicable,2024-09-23T22:18:38.884000Z,2024-09-23T22:35:11.280000Z,2024-09-23T22:35:14.976000Z,2024-09-23T22:35:11.835058Z,993.0,C1BTHULB,5,East Asian,High school diploma/A-levels,20,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking)
62,67,o4yg3pw1,,0,18,18,Section_7,EndSurvey,2024-09-23 22:18:47.469582,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,67,,0.0,65c113ea875215ba3406a943,1,1,67,,0.0,B,C,A,B,,,,,,,BCAB,0.1,0.0,0.0,1,1,67,,0.0,noisy,random,positive,Pass,black,10.0,1.0,1.0,Pass Box,1,1,67,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,1.0,1,1,67,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,67,,0.0,0,0,1,0,0,0,0,0,0,My strengths lies more in Non-STEM topics ,"Math, English, History, Social Studies, Spanish/ Construction Industry","The STEM portion was not my best work, but the Non-STEM portion was a breeze to complete.",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e8fc7e4e349fc4b7fd2c,65c113ea875215ba3406a943,APPROVED,Not Applicable,2024-09-23T22:18:39.021000Z,2024-09-23T22:45:25.736000Z,2024-09-23T22:45:28.006000Z,2024-09-23T22:45:26.389312Z,1607.0,C1BTHULB,69,Black/African American,Undergraduate degree (BA/BSc/other),30,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
63,68,f1sy9bej,,0,18,18,Section_7,EndSurvey,2024-09-23 22:19:03.466924,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,68,,0.0,661c27545897e4caee79632e,1,1,68,,0.0,D,A,A,D,B,B,D,B,C,C,DAADBBDBCC,0.5,0.0,0.0,1,1,68,,0.0,noisy,random,negative,Pass,black,70.0,3.0,3.0,Pass Box,1,1,68,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,3.0,1,1,68,,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,1,1,68,,0.0,0,0,1,0,0,0,0,0,0,I don't know a lot about STEM topics. I don't remember much from school about math and science. ,"Writing, literature, and law. ","I enjoyed the non-STEM quiz, but was very confused by the STEM quiz. ",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e94aa25b91ae7b19560f,661c27545897e4caee79632e,APPROVED,Not Applicable,2024-09-23T22:18:59.483000Z,2024-09-23T22:29:35.809000Z,2024-09-23T22:31:35.583000Z,2024-09-23T22:31:54.363168Z,637.0,C1BTHULB,326,East Asian,Doctorate degree (PhD/other),37,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
65,70,7u8hadie,,0,18,18,Section_7,EndSurvey,2024-09-23 22:19:18.986690,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,70,,0.0,632cc94de6cf897beaa87e13,1,1,70,,0.0,B,A,B,C,A,C,D,C,A,B,BABCACDCAB,0.4,0.0,0.0,1,1,70,,0.0,noisy,random,positive,Pass,red,10.0,2.0,2.0,Pass Box,1,1,70,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,2.0,1,1,70,,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,1,1,70,,0.0,0,0,1,0,0,0,0,0,0,Terrible at math above algebra ,"Cinematography, advertising ",First part essentially gave up as math questions might as well have been different language. I would assume others would become equally disengaged. ,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e95f860efd1dd3c805a4,632cc94de6cf897beaa87e13,APPROVED,Not Applicable,2024-09-23T22:19:14.863000Z,2024-09-23T22:28:26.176000Z,2024-09-23T22:28:26.876000Z,2024-09-23T22:28:27.858419Z,552.0,C1BTHULB,1199,White,Undergraduate degree (BA/BSc/other),35,Male,White,United States,United States,United States,English,No,Part-Time
67,72,3bezo56g,,0,18,18,Section_7,EndSurvey,2024-09-23 22:19:44.606921,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,72,,0.0,66f0834cfafc555056a7818a,1,1,72,,0.0,D,C,B,D,D,B,A,B,B,A,DCBDDBABBA,0.1,0.0,0.0,1,1,72,,0.0,noisy,random,negative,Fail,red,50.0,2.0,7.0,Fail Box,1,1,72,,0.0,B,C,C,C,B,A,C,C,B,D,BCCCBACCBD,0.4,STEM Track,,0.0,0.0,7.0,1,1,72,,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,1,1,72,,0.0,0,0,1,0,0,0,0,0,0,I like biology.,Wildlife science and fisheries science,Torture…I have forgotten the hard math,STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e975c99218cc277f7641,66f0834cfafc555056a7818a,APPROVED,Not Applicable,2024-09-23T22:19:42.075000Z,2024-09-23T22:40:33.057000Z,2024-09-23T22:44:29.289000Z,2024-09-23T22:41:32.101422Z,1251.0,C1BTHULB,24,White,Undergraduate degree (BA/BSc/other),45,Male,White,United States,United States,United States,English,No,Full-Time
68,73,0jksnxir,,0,18,18,Section_7,EndSurvey,2024-09-23 22:19:45.137326,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,73,,0.0,6604a9d94d79dc2edd913cdc,1,1,73,,0.0,C,C,A,B,B,C,A,C,C,A,CCABBCACCA,0.4,1.0,2.317,1,1,73,,0.0,noisy,random,ground,Fail,red,28.0,4.0,5.0,Fail Box,1,1,73,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,5.0,1,1,73,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,73,,0.0,0,0,1,0,0,0,0,0,0,I am not good at STEM related subjects.,I studied and worked in criminal justice fields.,My experience was fine.,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e97be0289721161698b8,6604a9d94d79dc2edd913cdc,APPROVED,Not Applicable,2024-09-23T22:19:43.123000Z,2024-09-23T22:27:50.210000Z,2024-09-23T22:27:53.330000Z,2024-09-23T22:27:50.778766Z,488.0,C1BTHULB,623,Black/African American,Undergraduate degree (BA/BSc/other),54,Male,Black,United States,United States,United States,English,No,Full-Time
69,74,f0rpmy8u,,0,18,18,Section_7,EndSurvey,2024-09-23 22:19:54.410808,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,74,,0.0,589fa5e2a7d4580001042e86,1,1,74,,0.0,D,D,A,C,B,C,B,B,A,A,DDACBCBBAA,0.1,0.0,0.0,1,1,74,,0.0,noisy,random,positive,Fail,red,30.0,3.0,5.0,Fail Box,1,1,74,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,5.0,1,1,74,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,74,,0.0,0,1,0,0,0,0,0,0,0,I am more confident in non-STEM (art/english/history) than STEM (science/math) ,I have mainly studied history after high school. I currently work in museums. ,The math was stressful!,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e98225efac072270b645,589fa5e2a7d4580001042e86,APPROVED,Not Applicable,2024-09-23T22:19:52.223000Z,2024-09-23T22:30:01.793000Z,2024-09-23T22:31:44.787000Z,2024-09-23T22:32:05.274569Z,610.0,C1BTHULB,101,White,Graduate degree (MA/MSc/MPhil/other),31,Female,White,United States,United States,United States,English,No,Full-Time
71,76,6hcew5ne,,0,18,18,Section_7,EndSurvey,2024-09-23 22:20:17.307059,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,76,,0.0,5d460ce9ba790b0001dd488c,1,1,76,,0.0,D,A,D,B,C,C,A,C,D,B,DADBCCACDB,0.4,0.0,0.0,1,1,76,,0.0,noisy,random,negative,Fail,red,50.0,4.0,5.0,Fail Box,1,1,76,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,5.0,1,1,76,,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,1,1,76,,0.0,0,0,1,0,0,0,0,0,0,I am stronger in that area ,"Art, marketing, psychology",,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e98be484fd7284ad5c9a,5d460ce9ba790b0001dd488c,APPROVED,Not Applicable,2024-09-23T22:20:14.352000Z,2024-09-23T22:29:52.689000Z,2024-09-23T22:31:41.285000Z,2024-09-23T22:32:01.039347Z,579.0,C1BTHULB,527,White,Graduate degree (MA/MSc/MPhil/other),38,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
74,79,hluzdqfu,,0,18,18,Section_7,EndSurvey,2024-09-23 22:20:32.002637,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,79,,0.0,60955a048531613c66404fb2,1,1,79,,0.0,D,A,A,B,C,D,C,D,B,B,DAABCDCDBB,0.3,0.0,0.0,1,1,79,,0.0,noisy,random,positive,Pass,black,50.0,2.0,3.0,Fail Box,1,1,79,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,3.0,1,1,79,,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,1,1,79,,0.0,0,0,1,0,0,0,0,0,0,I’m not as good at math,General studies and HR classes in high school,,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e99f77dccf4ead5db4bd,60955a048531613c66404fb2,APPROVED,Not Applicable,2024-09-23T22:20:27.715000Z,2024-09-23T22:30:27.127000Z,2024-09-23T22:31:55.613000Z,2024-09-23T22:32:21.611684Z,600.0,C1BTHULB,1251,Mixed,Undergraduate degree (BA/BSc/other),37,Female,Mixed,United States,United States,United States,English,No,Full-Time
75,80,8e7wgwzy,,0,18,18,Section_7,EndSurvey,2024-09-23 22:20:34.567091,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,80,,0.0,6107c50be2e5dbf6274d4657,1,1,80,,0.0,A,A,A,B,D,B,D,,,,AAABDBD,0.5,0.0,0.0,1,1,80,,0.0,noisy,random,negative,Fail,red,60.0,7.0,6.0,Fail Box,1,1,80,,0.0,B,A,C,A,B,D,C,A,,,BACABDCA,0.7,STEM Track,,1.0,3.56,6.0,1,1,80,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,80,,0.0,0,0,1,0,0,0,0,0,0,Its the most interesting.,History and computer,"It was fun, thank you.",STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e9a796420dbe5762638e,6107c50be2e5dbf6274d4657,APPROVED,Not Applicable,2024-09-23T22:20:29.665000Z,2024-09-23T22:45:01.350000Z,2024-09-23T22:45:07.755000Z,2024-09-23T22:45:02.220505Z,1472.0,C1BTHULB,760,Latino/Hispanic,High school diploma/A-levels,21,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
78,83,eh8ifwch,,0,18,18,Section_7,EndSurvey,2024-09-23 22:21:05.340832,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,83,,0.0,62029b83ef1cb18a1337c854,1,1,83,,0.0,D,A,A,C,B,B,D,B,C,,DAACBBDBC,0.5,0.0,0.0,1,1,83,,0.0,noisy,random,positive,Pass,red,60.0,4.0,5.0,Pass Box,1,1,83,,0.0,D,B,A,C,B,D,A,D,C,D,DBACBDADCD,0.9,Non-STEM Track,,0.0,0.0,5.0,1,1,83,,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,1,1,83,,0.0,0,0,1,0,0,0,0,0,0,So I can get some bonus payment,Biology/Biotech,It was difficult,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e9c9e484fd7284ad5ca2,62029b83ef1cb18a1337c854,APPROVED,Not Applicable,2024-09-23T22:21:02.624000Z,2024-09-23T22:36:16.246000Z,2024-09-23T22:36:17.821000Z,2024-09-23T22:36:16.994010Z,914.0,C1BTHULB,436,East Asian,Undergraduate degree (BA/BSc/other),30,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
79,84,5xpzlvwb,,0,18,18,Section_7,EndSurvey,2024-09-23 22:21:13.455241,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,84,,0.0,65c10efe2d3b8e53c08ce7fd,1,1,84,,0.0,D,C,B,B,D,B,C,A,A,A,DCBBDBCAAA,0.2,0.0,0.0,1,1,84,,0.0,noisy,random,positive,Pass,black,44.0,1.0,2.0,Fail Box,1,1,84,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,2.0,1,1,84,,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,1,84,,0.0,0,0,1,0,0,0,0,0,0,That is where my brain tend to naturally lend itself. ,"Sociology, Theatre, history, English.",It was tough to even try and work through the math section being so far removed from school,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e9ccd8d9fa52aeaa0409,65c10efe2d3b8e53c08ce7fd,APPROVED,Not Applicable,2024-09-23T22:21:08.613000Z,2024-09-23T22:36:26.582000Z,2024-09-23T22:36:28.480000Z,2024-09-23T22:36:28.376600Z,918.0,C1BTHULB,384,Black/African American,Technical/community college,44,Female,Black,United States,United States,United States,English,No,Full-Time
81,86,qq2qu1k5,,0,18,18,Section_7,EndSurvey,2024-09-23 22:21:23.836427,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,86,,0.0,65aa019ab320353c4c4ca682,1,1,86,,0.0,B,C,B,C,B,A,D,A,A,C,BCBCBADAAC,0.2,0.0,0.0,1,1,86,,0.0,noisy,random,negative,Pass,red,0.0,1.0,2.0,Fail Box,1,1,86,,0.0,D,B,A,B,B,D,A,B,C,D,DBABBDABCD,0.9,Non-STEM Track,,0.0,0.0,2.0,1,1,86,,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,1,1,86,,0.0,0,0,1,0,0,0,0,0,0,STEM subjects have always been areas I have had to work hard on. They don't come easy to me and I have to take time to understand.,"Arts - Language, writing, education.",It was ok. Reminded me of how much I don't remember from elementary and high school.,Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e9db923631c63d75c650,65aa019ab320353c4c4ca682,APPROVED,Not Applicable,2024-09-23T22:21:19.467000Z,2024-09-23T22:34:17.417000Z,2024-09-23T22:34:18.534000Z,2024-09-23T22:34:20.817348Z,778.0,C1BTHULB,94,Mixed,Graduate degree (MA/MSc/MPhil/other),38,Female,Mixed,United States,United States,United States,English,Yes,Full-Time
82,87,0b8ric7k,,0,18,18,Section_7,EndSurvey,2024-09-23 22:21:27.907623,1,,,0.0,,,,,,,,,,,,,,vjx2fex2,,,,,0,1.0,https://app.prolific.com/submissions/complete?cc=C1BTHULB,0.0,Experiment_1_Persistence,87,,0.0,60a460091dc9fd0814c2a561,1,1,87,,0.0,D,A,B,B,A,A,B,D,D,B,DABBAABDDB,0.3,0.0,0.0,1,1,87,,0.0,noisy,random,ground,Fail,red,47.0,3.0,6.0,Fail Box,1,1,87,,0.0,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,,0.0,0.0,6.0,1,1,87,,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,1,1,87,,0.0,0,0,1,0,0,0,0,0,0,"I did well in math durring school and after school, but it has been a while and I am rusty. The first line of math questions were hard, and I did not want to repeat that.","In regular school I took advanced math classes and regular classes, as well as art. My college was in Computer Animation which included learning programming. I have working in animation and also I worked in programming at Lockheed Martin, but I am disabled now and it's been some years since then.","It was stressful, but in a good way. ",Non-STEM Track,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66f1e9ddb0b672fe556867d3,60a460091dc9fd0814c2a561,APPROVED,Not Applicable,2024-09-23T22:21:24.551000Z,2024-09-23T22:37:40.870000Z,2024-09-23T22:37:46.740000Z,2024-09-23T22:37:41.641866Z,977.0,C1BTHULB,290,White,Undergraduate degree (BA/BSc/other),36,Female,White,United States,United States,United States,English,No,Other
