,Intro.1.player.prolific_id,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Time taken,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
13,6716f4eb2129b8fac0ca5df9,A,A,D,B,A,B,D,C,D,B,AADBABDCDB,0.7,0.0,0.0,noisy,random,negative,Pass,red,90.0,6.0,5.0,Pass Box,B,A,C,A,A,D,D,A,C,C,BACAADDACC,0.8,STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,To continue the challenge and increase my chances of bonus money.,no,STEM Track,632.0,202,White,Undergraduate degree (BA/BSc/other),24,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
14,671acb9f5ff5180a6a5dceb3,B,C,D,B,A,B,C,A,C,D,BCDBABCACD,0.3,0.0,0.0,noisy,random,ground,Fail,black,27.0,3.0,8.0,Fail Box,C,B,C,D,A,A,C,D,C,C,CBCDAACDCC,0.4,STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,1,0,1,0,0,0,0,0,0,all or nothing,it took me back to middle school and i all the math i forgot.,STEM Track,828.0,53,East Asian,High school diploma/A-levels,35,Male,Asian,United States,United States,United States,English,No,Other
15,5edf2043d53fce1c797d9f5d,B,D,B,A,C,A,B,A,B,C,BDBACABABC,0.0,0.0,0.0,noisy,random,positive,Fail,red,30.0,5.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,1,1,0,0,0,0,0,0,I failed the stem track,Less stem... haha,Non-STEM Track,393.0,396,White,High school diploma/A-levels,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
16,66c13ab381431123d64a681f,D,A,C,C,B,A,B,C,B,A,DACCBABCBA,0.4,0.0,0.0,noisy,random,ground,Pass,red,10.0,1.0,1.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,1,1,0,0,0,0,0,0,I am terrible at math equations.,It was fine.,Non-STEM Track,537.0,599,White,High school diploma/A-levels,44,Female,White,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
17,67658a37265a0fe50fee083e,D,D,B,C,A,C,B,C,A,A,DDBCACBCAA,0.1,0.0,0.0,noisy,random,ground,Pass,red,10.0,1.0,1.0,Not Sure,C,B,B,C,B,B,D,C,B,B,CBBCBBDCBB,0.1,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,1,0,0,0,0,0,Randomly chose it,It was hard math and long ,STEM Track,964.0,13,White,High school diploma/A-levels,30,Female,White,United States,United States,United States,English,No,Part-Time
20,672d025f410f6942b1524e97,A,A,D,B,B,B,,,,,AADBBB____,0.5,0.0,0.0,noisy,random,ground,Pass,red,0.0,5.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Not really sure ,I'm not good at math so that part was a struggle for me,Non-STEM Track,771.0,9,White,High school diploma/A-levels,27,Female,White,United States,United States,United States,English,No,Part-Time
21,63616dc91955f5390f55d39b,D,A,C,B,D,B,B,C,B,A,DACBDBBCBA,0.5,0.0,0.0,noisy,random,negative,Pass,red,50.0,4.0,3.0,Pass Box,D,D,A,C,B,D,A,B,C,D,DDACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I'm not very good at math and figured I had a better chance at a bonus doing something else.,No feedback ,Non-STEM Track,760.0,391,White,High school diploma/A-levels,29,Male,White,United States,United States,United States,English,No,Other
22,6658b487ee74fc67e629df2c,B,C,B,D,B,A,C,B,D,A,BCBDBACBDA,0.1,3.0,20.547,noisy,random,negative,Fail,red,40.0,2.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,math is not my best subject,was fun thanks for having me,Non-STEM Track,328.0,143,White,Technical/community college,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
23,65d8e72260facc4cfd7be141,D,C,A,C,D,B,D,C,B,C,DCACDBDCBC,0.3,0.0,0.0,noisy,random,negative,Fail,black,45.0,6.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,0,0,0,0,0,1,0,0,it would be easier,i could have better answered the stem questions if i had more time,Non-STEM Track,1493.0,310,South East Asian,Undergraduate degree (BA/BSc/other),25,Female,Asian,United States,United States,United States,English,No,Full-Time
24,671aa38dd09c66a4c08586d5,D,D,C,B,C,C,C,C,C,C,DDCBCCCCCC,0.4,0.0,0.0,noisy,random,positive,Pass,black,20.0,2.0,2.0,Not Sure,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,1,1,0,0,0,0,0,0,I am horrible at mathematics.,The math questions were stressful and I felt out of my depth.,Non-STEM Track,389.0,212,White,Undergraduate degree (BA/BSc/other),37,Male,White,United States,United States,United States,English,No,Other
25,66d84e02c99eb8bbe8a3eb70,A,B,B,B,B,C,D,B,A,C,ABBBBCDBAC,0.4,0.0,0.0,noisy,random,negative,Pass,red,29.0,1.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,1,0,0,0,0,0,0,0,I'm not talented in math. ,The math questions were very difficult! ,Non-STEM Track,281.0,485,White,Undergraduate degree (BA/BSc/other),40,Female,White,United States,United States,United States,English,No,Full-Time
26,67acb019909044b8385e5879,B,B,C,D,B,C,D,D,B,D,BBCDBCDDBD,0.3,0.0,0.0,noisy,random,ground,Fail,black,50.0,3.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I do not know a lot about STEM,good,Non-STEM Track,578.0,34,White,Technical/community college,23,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
27,60493e65aba91587246602a2,A,B,B,B,B,B,B,B,B,B,ABBBBBBBBB,0.5,0.0,0.0,noisy,random,ground,Pass,red,1.0,0.0,0.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I don't like math,fine. I don't like math,Non-STEM Track,399.0,2830,Latino/Hispanic,Undergraduate degree (BA/BSc/other),71,Male,White,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
28,66d3cd7f9d78bdbee8f1053c,D,B,C,B,C,B,B,C,A,A,DBCBCBBCAA,0.4,0.0,0.0,noisy,random,ground,Fail,black,50.0,4.0,7.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,English has always been a better subject for me.,It reminded me how much I don't really get algebra.,Non-STEM Track,702.0,324,Mixed,High school diploma/A-levels,19,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
29,669d70875bed73f3e2ce81de,B,C,B,C,B,A,B,B,A,B,BCBCBABBAB,0.2,0.0,0.0,noisy,random,positive,Pass,black,4.0,3.0,1.0,Pass Box,C,B,C,B,B,A,D,B,B,C,CBCBBADBBC,0.3,STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,R,R,R,RRRRRRRRRRR,0,1,1,0,0,0,0,0,0,I'm not sure why I chose that option for a challenge I guess.,I learned I'm probably still not good at math.,STEM Track,1028.0,413,Native American or Alaskan Native,Secondary education (e.g. GED/GCSE),44,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
30,649b3ba0c563aa2593be04d7,B,D,B,B,B,C,A,B,C,C,BDBBBCABCC,0.3,0.0,0.0,noisy,random,negative,Fail,red,22.0,2.0,4.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,Because I am useless at maths,"It was good, a nice, different type of study to do. ",Non-STEM Track,508.0,1505,White,Undergraduate degree (BA/BSc/other),53,Female,White,United Kingdom,United States,United States,Welsh,DATA_EXPIRED,Other
32,5cd10012174fc60016c10ffd,B,D,B,C,A,D,C,B,D,A,BDBCADCBDA,0.0,0.0,0.0,noisy,random,positive,Fail,red,0.0,1.0,1.0,Fail Box,D,B,A,C,B,A,A,B,C,D,DBACBAABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I was hoping it was easier and I might actually get some answers correctly.,I was not sure of the math quiz but I tried my best. I enjoyed the survey.,Non-STEM Track,452.0,1961,White,Technical/community college,37,Female,White,United States,United States,United States,English,No,Full-Time
33,660c9fe7b2e6bf22bcc608b1,D,A,A,B,C,B,C,B,A,B,DAABCBCBAB,0.4,0.0,0.0,noisy,random,positive,Pass,black,50.0,4.0,4.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Because I don't think my brain could read and attempt to comprehend and answer such math questions a second time.,It was an interesting experience and it also reminded me that I do not miss high school math at all. ,Non-STEM Track,1211.0,343,White,High school diploma/A-levels,31,Female,White,United States,United States,United States,English,Yes,Full-Time
34,67616d8e6f724ea73d21b44d,B,A,B,C,A,C,B,C,A,D,BABCACBCAD,0.2,0.0,0.0,noisy,random,positive,Fail,red,50.0,1.0,3.0,Fail Box,D,B,B,A,B,D,C,B,B,B,DBBABDCBBB,0.4,STEM Track,0.0,0.0,R,C,R,R,R,C,C,C,C,C,C,RCRRRCCCCCC,0,0,0,0,0,0,0,0,0,,,STEM Track,321.0,6,White,Undergraduate degree (BA/BSc/other),26,Male,White,United States,United States,United States,English,No,Full-Time
35,662fc34ba5a75802044a1f81,D,B,B,D,D,B,C,D,B,,DBBDDBCDB_,0.1,0.0,0.0,noisy,random,negative,Fail,black,45.0,3.0,7.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,because I knew I performed terribly on those difficult math questions,,Non-STEM Track,1053.0,511,Latino/Hispanic,Undergraduate degree (BA/BSc/other),52,Female,White,United States,United States,United States,English,No,Part-Time
36,65b815c60e980bdc150c964b,D,A,D,B,,,,,,,DADB______,0.2,0.0,0.0,noisy,random,ground,Fail,black,50.0,3.0,4.0,Fail Box,B,,C,,A,D,C,,,A,B_C_ADC__A,0.5,STEM Track,1.0,5.916,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,0,"I enjoy math problems, and I wanted the bigger bonus","I thought I needed some scratch paper, I tried to remember math lessons from high school",STEM Track,1237.0,86,Mixed,Graduate degree (MA/MSc/MPhil/other),26,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
37,5a21b5afd5510b0001977f1e,D,B,A,A,C,C,D,C,C,B,DBAACCDCCB,0.4,0.0,0.0,noisy,random,positive,Pass,red,66.0,0.0,1.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,1,1,0,0,0,0,0,0,It is not my strength,I was confused during math but aced the non-stem portion.,Non-STEM Track,436.0,216,White,Doctorate degree (PhD/other),35,Male,White,Bosnia and Herzegovina,United States,United States,Serbian,No,Full-Time
38,62df7fc27c9e824a7a774103,B,C,D,C,C,C,C,A,C,,BCDCCCCAC_,0.1,0.0,0.0,noisy,random,positive,Fail,red,10.0,2.0,3.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I have dyscalculia.,,Non-STEM Track,806.0,1189,White,Undergraduate degree (BA/BSc/other),42,Male,White,United States,United States,United States,English,No,Full-Time
39,663171ab19ea2540eadfaadf,A,D,A,C,C,B,B,D,A,D,ADACCBBDAD,0.2,0.0,0.0,noisy,random,ground,Fail,black,40.0,6.0,9.0,Pass Box,D,A,A,C,B,D,A,C,C,D,DAACBDACCD,0.8,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,C,C,C,RRRRRRRRCCC,0,1,1,0,0,0,0,0,0,Mathematics has never been my strong point,Fun survey,Non-STEM Track,665.0,198,Black/African American,High school diploma/A-levels,43,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
40,60bfd281d3caa11b1cbc27ad,D,A,A,D,D,B,B,C,D,,DAADDBBCD_,0.3,0.0,0.0,noisy,random,negative,Pass,red,0.0,1.0,1.0,Pass Box,B,B,D,D,A,D,C,D,A,B,BBDDADCDAB,0.4,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,1,0,1,0,0,0,0,0,0,"Because I only needed to get one question right to receive a bonus; whereas, if I had chosen the normal track I would have needed to get multiple questions right","Math is hard. Haven't thought about any of these types of problems in years. No feedback, just wanted to share :)",STEM Track,1382.0,276,White,Undergraduate degree (BA/BSc/other),25,Female,White,United States,United States,United States,English,No,Part-Time
41,66b66a093af457af36097219,D,C,B,B,D,A,B,C,B,,DCBBDABCB_,0.2,0.0,0.0,noisy,random,ground,Fail,black,75.0,5.0,5.0,Fail Box,B,A,D,D,B,D,C,B,C,B,BADDBDCBCB,0.4,STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,0,0,1,0,0,0,0,0,0,Just thought maybe I could answer the questions correctly,The experiences was good.,STEM Track,1282.0,184,White,Technical/community college,33,Female,White,United States,United States,United States,English,No,Full-Time
42,666786e72031dd6ccf364b5b,C,D,C,D,A,D,B,D,C,B,CDCDADBDCB,0.3,0.0,0.0,noisy,random,ground,Fail,black,20.0,2.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,The Questions in the STEM quiz were very difficult for me.,The first quiz felt very much out of my range of knowledge. Very anxiety inducing.,Non-STEM Track,949.0,253,White,High school diploma/A-levels,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
43,60ce5270f1695ea416c25fc3,D,A,D,B,D,B,D,A,C,B,DADBDBDACB,0.6,0.0,0.0,noisy,random,negative,Pass,red,65.0,4.0,6.0,Not Sure,B,D,C,C,A,B,C,C,D,C,BDCCABCCDC,0.5,STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I thought I could do better than six questions.,math above my knowledge,STEM Track,1073.0,4362,White,Doctorate degree (PhD/other),69,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
44,662e78f04fac8f09690ef409,B,C,B,B,B,C,A,C,C,C,BCBBBCACCC,0.4,0.0,0.0,noisy,random,positive,Pass,black,40.0,3.0,3.0,Pass Box,D,B,A,C,B,D,A,B,C,A,DBACBDABCA,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,1,0,0,0,0,Because i didn't think i would be able to answer more than 3 questions right.,I thought the math questions were very hard. I liked the 2nd quiz though. ,Non-STEM Track,710.0,952,White,Undergraduate degree (BA/BSc/other),30,Female,White,United States,United States,United States,English,No,Full-Time
45,5ee68971dde4ef4056079287,D,C,B,C,C,C,C,D,C,C,DCBCCCCDCC,0.1,0.0,0.0,noisy,random,positive,Fail,red,100.0,1.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,easier,no,Non-STEM Track,438.0,6609,White,Undergraduate degree (BA/BSc/other),38,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
46,666f9b23519a8d810a4c5b8a,B,C,C,B,C,A,D,C,C,A,BCCBCADCCA,0.5,0.0,0.0,noisy,random,positive,Pass,black,20.0,3.0,4.0,Pass Box,D,B,A,C,B,B,A,B,C,C,DBACBBABCC,0.8,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,0,I felt more confident in my answers ,It was nice to test my knowledge ,Non-STEM Track,552.0,958,Latino/Hispanic,Technical/community college,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
