Unnamed: 0,Intro.1.player.prolific_id,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Time taken,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,continue_or_quit
12,5d47292b4bfe1600016925ac,D,A,A,C,B,B,A,C,C,B,DAACBBACCB,0.6,0.0,0.0,noisy,random,negative,Pass,red,60.0,4.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,"I did more non-stem course in college, so I feel a little more confident in them.",It was a fun study ,Non-STEM Track,766.0,1293,White,Undergraduate degree (BA/BSc/other),31,Male,White,United States,United States,United States,English,No,Full-Time,0
13,61267e282a445af9eb95beae,A,B,D,B,A,D,B,C,A,A,ABDBADBCAA,0.3,0.0,0.0,noisy,random,ground,Pass,red,50.0,1.0,1.0,Pass Box,C,D,A,A,D,A,C,C,B,D,CDAADACCBD,0.3,STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,"Because I figured I could at least get one question right, where the non-STEM one I would lose out.",It was hard to remember some of the equations for most of the questions since I haven't done these since I was in school.,STEM Track,887.0,1626,White,High school diploma/A-levels,37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1
14,6549876fa2301d20c2c9f79c,D,A,C,C,D,B,A,C,C,B,DACCDBACCB,0.6,0.0,0.0,noisy,random,ground,Pass,red,50.0,6.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,"Because I would need scratch paper and a pencil to work out some of the problems, and I didn't know whether that was allowed, and I kind of didn't feel like doing it. I am well-read, so I figured I would probably do better on the non-STEM questions, and I was much more confident on those and found them to be a *lot* easier. I am a word-nerd and writer and once worked as an editor, and my questions on the second part were all vocabulary questions.","I think a lot of the questions are just too complex. I didn't have the mental wherewithal to do precise calculations on the bonus calculation stuff, so I just approximated. Of course I do want a bonus, but I also am a person who doesn't like risk, so I tend to just ""take what I can get"" as it were, even if it's not 100% the optimal chance for a bonus. The amounts here are relatively small, but I suppose if it were a huge bonus, I would put in more effort to try to maximize my chances. I did the best answers that I could think of, but I didn't try to calculate precisely in my head (the bonus stuff, I mean).",Non-STEM Track,894.0,383,White,High school diploma/A-levels,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",0
15,5d3700db048a4f001767b040,D,D,C,C,B,A,B,B,A,A,DDCCBABBAA,0.2,0.0,0.0,noisy,random,negative,Pass,red,10.0,3.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I am a writer,"I loved this test, though I found the STEM questions difficult.",Non-STEM Track,460.0,778,White,Undergraduate degree (BA/BSc/other),26,Female,White,United States,United States,United States,English,Yes,Full-Time,0
17,6607112e33d4fd1fb766d2e2,C,A,C,B,A,B,D,C,A,D,CACBABDCAD,0.6,0.0,0.0,noisy,random,positive,Pass,black,70.0,7.0,6.0,Pass Box,A,B,A,D,B,D,A,A,C,B,ABADBDAACB,0.6,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,To skipped the quizzes,,Non-STEM Track,1182.0,213,Black/African American,Undergraduate degree (BA/BSc/other),24,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time,0
18,652396e2b5323ae8517c4ec9,D,A,C,C,D,B,C,D,C,C,DACCDBCDCC,0.4,0.0,0.0,noisy,random,negative,Pass,red,15.0,2.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,1,0,0,0,0,I'm not good at STEM,It was good,Non-STEM Track,424.0,230,White,Technical/community college,27,Female,Other,Canada,United States,United States,English,Yes,DATA_EXPIRED,0
19,66ce2f9a9a9402052c85abb6,A,A,C,B,B,B,D,C,,,AACBBBDC__,0.8,0.0,0.0,noisy,random,positive,Pass,red,80.0,8.0,8.0,Pass Box,B,A,C,A,A,D,C,A,,,BACAADCA__,0.8,STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,1,1,0,0,0,0,0,0,Because it was a fun challenge,,STEM Track,1429.0,75,Other (please feel free to let us know your ethnicity via email),Graduate degree (MA/MSc/MPhil/other),50,Male,Other,Poland,United States,United States,Polish,No,Full-Time,1
20,60cab9dd5a974695b32eb2ab,B,A,A,C,C,C,D,C,B,A,BAACCCDCBA,0.3,0.0,0.0,noisy,random,ground,Fail,black,80.0,2.0,6.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,"I am horrible at math. Not to mention, I don't use equations in everyday life. ",It was fun! Kept me on my toes. ,Non-STEM Track,800.0,921,White Sephardic Jew,Graduate degree (MA/MSc/MPhil/other),28,Female,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED,0
23,66f3beed5ca742d8eaeca673,D,A,B,A,C,A,C,C,B,A,DABACACCBA,0.2,0.0,0.0,noisy,random,negative,Fail,red,30.0,4.0,4.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,More confidence in those abilities ,it was stressful ,Non-STEM Track,600.0,7,White,Undergraduate degree (BA/BSc/other),24,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",0
24,66043185681ea0b36d451b01,B,C,A,C,B,C,B,D,B,C,BCACBCBDBC,0.1,0.0,0.0,noisy,random,positive,Fail,red,0.0,0.0,10.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,The math questions were outside of my area of expertise ,"The math questions were difficult.  Otherwise, thank you for the opportunity to participate and much success in your future endeavors. ",Non-STEM Track,617.0,337,Black/African American,Undergraduate degree (BA/BSc/other),35,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,0
25,5d1bd1bd998087001c623a73,A,B,A,C,B,B,A,A,C,A,ABACBBAACA,0.4,0.0,0.0,noisy,random,positive,Fail,red,50.0,3.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,0,1,0,0,0,0,0,Faster,No,Non-STEM Track,981.0,738,White,Undergraduate degree (BA/BSc/other),33,Male,White,United States,United States,United States,English,No,Full-Time,0
26,66e916a67081975f3b28341b,B,D,A,D,C,C,B,D,B,C,BDADCCBDBC,0.0,0.0,0.0,noisy,random,ground,Fail,black,30.0,2.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,0,1,0,0,0,0,0,I haven't taken math in a long time,it was fine,Non-STEM Track,431.0,8,East Asian,Undergraduate degree (BA/BSc/other),24,Female,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),0
27,5dd0d2f02b033b190687eaee,D,A,D,C,D,B,D,B,B,,DADCDBDBB_,0.3,0.0,0.0,noisy,random,positive,Fail,red,50.0,4.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I'm almost 50 years out of college and I'm rusty on math theory and processes. I could've done these questions easily about 40 years ago.,"challenging on the math stuff, very easy on the non-STEM stuff.",Non-STEM Track,890.0,1348,Other (please feel free to let us know your ethnicity via email),Undergraduate degree (BA/BSc/other),70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",0
29,61412d50c1d83f94e448c0f3,D,D,C,B,A,A,D,C,B,C,DDCBAADCBC,0.4,0.0,0.0,noisy,random,negative,Fail,red,100.0,8.0,8.0,Not Sure,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,1,0,0,0,0,It was much easier and faster to answer.,It was great,Non-STEM Track,906.0,2048,Black/African American,Graduate degree (MA/MSc/MPhil/other),23,Male,Black,United States,United States,United States,English,No,Part-Time,0
31,654d71ed0f6cf09a1436d4fd,D,C,A,C,C,B,C,B,C,B,DCACCBCBCB,0.3,0.0,0.0,noisy,random,positive,Pass,red,50.0,1.0,1.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,"Because I don’t use any advanced math in my daily life, and I don’t remember how to do that type of math. ","The math questions were too difficult from the outset, which made the process of navigating the questions frustrating. Paired with the timer, I just chose things at random. ",Non-STEM Track,610.0,375,Mixed,Graduate degree (MA/MSc/MPhil/other),45,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),0
32,6669d8d5d67867239ed2e85c,B,D,C,A,A,C,D,A,B,D,BDCAACDABD,0.2,0.0,0.0,noisy,random,positive,Pass,red,0.0,1.0,1.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,It really wasn't popular when I went to school so it wasn't talked about.,It was great minus the math.,Non-STEM Track,489.0,364,White,Technical/community college,48,Female,White,United States,United States,United States,English,No,Full-Time,0
33,601b9e9372f5e856dc3edf8b,D,A,B,B,A,,,C,B,C,DABBA__CBC,0.3,0.0,0.0,noisy,random,ground,Pass,red,1.0,0.0,0.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,"I was never good at Stem subjects in school, I was always better at english class",My experience was a bit hectic as I was not prepared to start doing some math ,Non-STEM Track,865.0,67,White,Undergraduate degree (BA/BSc/other),23,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),0
34,6616965da366a89dbc8086fa,A,D,A,B,D,D,C,D,B,C,ADABDDCDBC,0.2,0.0,0.0,noisy,random,positive,Fail,red,75.0,7.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,1,0,0,0,0,seemed to be the better route in terms of my time,make so much more of these I love being able to use my mind and relax with no pressure,Non-STEM Track,612.0,85,Latino/Hispanic,High school diploma/A-levels,36,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),0
35,659485a70452c534a91718ee,C,C,D,C,B,A,B,C,C,B,CCDCBABCCB,0.4,0.0,0.0,noisy,random,negative,Pass,red,20.0,2.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,0,math is hard,warn people they have to do math,Non-STEM Track,620.0,160,Latino/Hispanic,High school diploma/A-levels,43,Female,Other,United States,United States,United States,English,No,Full-Time,0
36,614e07461fd23406f92023c7,C,A,B,C,B,B,D,C,B,D,CABCBBDCBD,0.5,0.0,0.0,noisy,random,ground,Pass,red,50.0,5.0,5.0,Not Sure,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I am egregiously bad at math and didn't want to potentially do more.,Good luck with your research,Non-STEM Track,731.0,832,White,Graduate degree (MA/MSc/MPhil/other),36,Female,White,United States,United States,United States,English,Yes,Full-Time,0
37,665bb3facf3b60004a908818,B,C,D,C,C,D,A,A,C,C,BCDCCDAACC,0.1,0.0,0.0,noisy,random,negative,Fail,red,50.0,1.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I am not good at math,the stem questions were hard,Non-STEM Track,539.0,573,White,Undergraduate degree (BA/BSc/other),32,Male,White,United States,United States,United States,English,Yes,Full-Time,0
39,66491b44f08238d03d4395f0,B,A,A,C,B,B,C,A,D,C,BAACBBCADC,0.3,0.0,0.0,noisy,random,negative,Pass,red,20.0,2.0,2.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,Because that topic is difficult for me,It was hard and made me anxious ,Non-STEM Track,381.0,219,White,Technical/community college,35,Female,White,United States,United States,United States,English,No,Part-Time,0
41,662a71616a36b54eb97191eb,D,A,,,,,,,,,DA________,0.1,0.0,0.0,noisy,random,ground,Fail,black,30.0,5.0,2.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,Because I assumed it would be quicker since the test is timed. ,I felt rushed on the timed tests,Non-STEM Track,1164.0,51,White,Doctorate degree (PhD/other),72,Female,White,United States,United States,United States,English,No,Part-Time,0
42,65daf1e5e45ada925fab406d,A,D,B,A,C,B,A,B,D,B,ADBACBABDB,0.3,0.0,0.0,noisy,random,ground,Pass,red,40.0,2.0,2.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,0,0,1,0,0,0,0,0,0,I have a humanities background,no,Non-STEM Track,570.0,89,South East Asian,Graduate degree (MA/MSc/MPhil/other),37,Female,Asian,United States,United States,United States,English,No,Full-Time,0
43,610888fa9082bb5758d4f7d8,B,A,C,D,B,A,D,B,D,B,BACDBADBDB,0.5,0.0,0.0,noisy,random,negative,Fail,black,42.0,2.0,7.0,Fail Box,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,R,R,C,RRRRRRRRRRC,0,0,1,0,0,0,0,0,0,I'm terrible at math.,I don't think I did well on the math questions ,Non-STEM Track,658.0,177,White,Technical/community college,22,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,0
46,66513ed9e6ee0568b12ce18c,D,C,B,A,C,D,D,B,A,C,DCBACDDBAC,0.1,0.0,0.0,noisy,random,ground,Fail,black,100.0,10.0,10.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,0,1,0,0,0,0,0,My brain was tired fro the first set of math questions. ,"no feedback, good experience. ",Non-STEM Track,895.0,84,White,High school diploma/A-levels,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",0
47,66f3ecd883793141904a00b3,C,A,B,B,B,C,C,C,A,B,CABBBCCCAB,0.5,1.0,4.623,noisy,random,positive,Pass,red,3.0,2.0,2.0,Pass Box,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,0,1,0,0,0,0,0,im not very good at math,it was good no feed back ,Non-STEM Track,817.0,5,White,High school diploma/A-levels,21,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,0
48,65b114038111be8590d8e184,D,A,C,D,A,B,C,A,C,A,DACDABCACA,0.4,0.0,0.0,noisy,random,negative,Pass,red,10.0,1.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,"My background is in language. I have a degree in French linguistics and am a certified English teacher. I am not strong in math, so I was certain that I would do better on the non-STEM track.",The first section was stressful as I honestly did not know how to answer most of the math problems. ,Non-STEM Track,562.0,563,White,Undergraduate degree (BA/BSc/other),36,Female,White,United States,United States,United States,English,No,Full-Time,0
